v_rid,name,addr,lat,lng,dc_score,status,g_place_id,g_name,g_addr,g_maps_url,g_lat,g_lng,name_sim,dist_m,match_score
nbS3GcgX3zNx,피카워크샵,서울특별시 성동구 상원10길 23 1층,37.5502772,127.0503315,56,matched,ChIJM5h7lnmlfDURfzd33bIp28s,피카워크샵,서울특별시 성동구 성수동1가 상원10길 23,https://maps.google.com/?cid=14689380457795499903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.550244600000006,127.05030509999999,1.0,4.3,1.25
Uvhi0ggWIG7R,하루로스터리,강원도 강릉시 옛강일길 39-1 1층.,37.7642262,128.888952,56,matched,ChIJZ7BUcwDlYTURd0zKKaqihTw,하루로스터리,강원특별자치도 강릉시 교동 828-17,https://maps.google.com/?cid=4361070665907457143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.7642762,128.88894249999998,1.0,5.6,1.25
o20vg4nNUNtq,하모니어스,충청남도 당진시 수청5길 12-14 진영빌딩 1층,36.8982476,126.6472952,56,not_found,,,,,,,0,,0
KqKrPK8ucpj8,할머니다락방,서울특별시 성북구 서경로 81,37.6104446,127.014347,56,matched,ChIJubAk8Bq9fDURLpAe_N3VIm8,할머니다락방,서울특별시 성북구 정릉제2동 227-151,https://maps.google.com/?cid=8008198236812513326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.610437399999995,127.0143519,1.0,0.9,1.25
zGvLINrV4yNn,해피미디엄커피,서울특별시 구로구 디지털로33길 50 1층 104호,37.4873938,126.8940919,56,maybe,ChIJlSf5qB-efDURGN_7ogvl_Kk,해피커피,서울특별시 구로구 가리봉동 124 33번지 2층,https://maps.google.com/?cid=12248916924682723096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.48138050000001,126.88743459999999,0.85,890.0,0.85
1snZWubJebI2,해피클럽로스터스,서울특별시 서초구 명달로9길 4 1층,37.4821904,127.0046022,56,matched,ChIJp9qQeJ-hfDUR3tnV-xIQeyY,해피클럽,서울특별시 서초구 방배3동 1001-36,https://maps.google.com/?cid=2772827669297224158&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.482091499999996,127.0044962,1.0,14.4,1.25
v9CQzcMuoKQ0,행복한하마 갤러리카페,"경기도 안성시 공도읍 덕봉서원로 265 나동, 1층",37.0267253,127.1769379,56,matched,ChIJi-XAKZM3ezURmMT--6fYPQ0,행복한하마갤러리카페,경기도 안성시 공도읍 덕봉서원로 265,https://maps.google.com/?cid=954156912071328920&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.026696799999996,127.1769039,1.0,4.4,1.25
9FhoZ2poiJTR,형광커피,서울특별시 노원구 공릉로 187 건설빌딩 1층 형광커피,37.6263333,127.0791136,56,matched,ChIJQ1wW9dO7fDURl4n24YYerVk,형광커피,서울특별시 공릉동 408-4번지 건설빌딩 1층 108호 노원구 서울특별시 KR,https://maps.google.com/?cid=6461854605012011415&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.6264058,127.0788436,1.0,25.1,1.25
QA2J3JESGbd4,화이트비치,서울특별시 성북구 아리랑로4가길 8 1층,37.5951725,127.0170123,56,not_found,,,,,,,0,,0
uT4rdzGAw82l,히스,대구광역시 수성구 청호로85길 9 1층,35.8552419,128.6390785,56,matched,ChIJeRTmnBDiZTURGQ8VvaUd06M,히스,대구광역시 수성구 범어동 81-1번지 1층,https://maps.google.com/?cid=11804811645947285273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.8552233,128.63912109999998,1.0,4.4,1.25
taxkNIOHjYoT,COFFEE BASILLIA,서울특별시 강북구 삼양로 541 1층 커피바실리아,37.6511065,127.0126979,55,maybe,ChIJSUGnrya8fDURsOrLacJJF30,커피바실리아,서울특별시 우이동 71-35번지 1층 강북구 서울특별시 KR,https://maps.google.com/?cid=9013754278552791728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.6511054,127.01263039999999,0.0,5.9,0.25
DYJDfeGNuwaa,"그러니까, 커피 로스터리",대전광역시 유성구 신성남로 89 지상1층,36.3887214,127.3528087,55,matched,ChIJXRrnXfdLZTURL41kE0rPKzY,"그러니까, 커피 로스터리",대전광역시 유성구 신성남로 89,https://maps.google.com/?cid=3903441419106553135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,36.388719,127.35286819999997,1.0,5.3,1.25
NSSdXTA9DkK2,네이비무드,서울특별시 강서구 공항대로 164 101호,37.5594383,126.8258067,55,not_found,ChIJgSV5RgadfDURkjrDNHSzHfY,무드무드,서울특별시 KR 서울특별시 강서구 마곡동로4길 15 2층 201호 MOOD²,https://maps.google.com/?cid=17734528219337669266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.5598317,126.8352511,0.2,833.6,0.2
5dTismAFov3g,더로스팅,서울특별시 동대문구 답십리로 313-6 1층 더로스팅,37.5726912,127.0755574,55,matched,ChIJb_4-hiO7fDURz3tmzFm-LoM,더로스팅,서울특별시 동대문구 장안동 332-1번지 1층,https://maps.google.com/?cid=9452701960787885007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.5726157,127.07551040000001,1.0,9.4,1.25
ppSyv8SlJv05,더블에이블커피로스터즈,경기도 평택시 서정북로 80 1층 103호,37.0707591,127.0585942,55,matched,ChIJUezRkgk5ezURf2HGHKDHPEQ,더블에이블 커피로스터즈 서정점,경기도 평택시 서정북로 80 더블에이블 커피로스터즈서정점 1층,https://maps.google.com/?cid=4917024383673196927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.0707526,127.05859339999998,0.85,0.7,1.1
Fp8jDGImUbP9,도깨비커피집,서울특별시 마포구 연남로13길 21,37.5663363,126.9161646,55,matched,ChIJYZXQoZOZfDURzWajK6lOfgo,도깨비커피집,서울특별시 마포구 연남로13길 21,https://maps.google.com/?cid=756128275933390541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.5662908,126.9161365,1.0,5.6,1.25
SOtNcp8m77sM,디앤디커피,전라남도 영광군 법성면 법성포로3길 20-36,35.35925,126.4454453,55,maybe,ChIJFVKxgcN7cTURatHcNdeCHpE,dnd커피,전라남도 영광군 법성면 법성포로3길 20-36,https://maps.google.com/?cid=10456939245634113898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.3594112,126.44467929999999,0.0,71.7,0.25
qidraR9RwohK,라이튼커피,충청북도 청주시 서원구 사직대로 128 1층,36.6347544,127.4615956,55,matched,ChIJ0Zc6ooYoZTURy8fQFNvWvY4,라이튼커피,충청북도 청주시 서원구 사창동 번지 1층 259-3,https://maps.google.com/?cid=10285613360419489739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,36.6347269,127.46159209999999,1.0,3.1,1.25
RxtDFMvbf6v2,레이트벗 커피 로스터스,제주특별자치도 서귀포시 성산읍 서성일로 621 레이트벗 커피 로스터스,33.4258767,126.851257,55,matched,ChIJBeveApERDTURBetaFD-0omU,레이트벗 커피 로스터스,"제주특별자치도 서귀포시 특별자치도, 수산리 3272-9 KR",https://maps.google.com/?cid=7323614127075289861&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,33.425925899999996,126.85143690000001,1.0,17.6,1.25
ZRYSShNPfAxV,로스팅빈,충청북도 청주시 흥덕구 오송읍 가로수로 144 로스팅빈,36.6082865,127.3212522,55,matched,ChIJNc2Ff1gtZTUR0ee9yH2S-f4,로스팅 빈 (로빈카페),충청북도 청주시 오송읍 가로수로 144,https://maps.google.com/?cid=18372877223771105233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,36.6083216,127.32144129999999,0.85,17.3,1.1
IKtmqqmmSony,르브레노,강원도 원주시 봉산로 96-18,37.3436118,127.9632626,55,matched,ChIJ23wao3Z1YzUR_2pqsMDKucs,르 브레노,강원특별자치도 원주시 봉산동 927-1,https://maps.google.com/?cid=14679987389333138175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.3436036,127.96311709999999,1.0,12.9,1.25
vmuOHwLoogWg,리인,서울특별시 양천구 신목로6길 36-3 1층,37.3993587,126.6368958,55,not_found,,,,,,,0,,0
9639ICysRTNo,마시미로스터스,울산광역시 울주군 범서읍 굴화길 51-2 마시미로스터스,35.5541178,129.2598933,55,matched,ChIJLQLEFnUyZjURW5NeJXcYZ4g,마시미 로스터스,울산광역시 울주군 범서읍 굴화길 51-2,https://maps.google.com/?cid=9828851611766526811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.5541215,129.25989289999998,1.0,0.4,1.25
0hO5vNHYMgez,마칸커피 로스터리,경기도 고양시 덕양구 동송로 33 1층 106호,37.6499765,126.8958782,55,matched,ChIJi0fnaYeXfDURWGDj_uiyTfQ,마칸커피로스터리 Macan Coffee Roastery,경기도 고양시 덕양구 동송로 33 이편한세상시티 1층 106호 마칸커피로스터리,https://maps.google.com/?cid=17603923232239607896&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.6498729,126.89589409999999,0.85,11.6,1.1
EcGGv7Bw44DR,몽산커피,대구광역시 수성구 상록로 37-1 2층,35.8628513,128.6238367,55,matched,ChIJ9e2jKdfjZTURfcb8Id2_h6c,몽산커피,대구광역시 수성구 범어3동 479-15 2층,https://maps.google.com/?cid=12071828282668795517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.862904,128.6238045,1.0,6.5,1.25
fkc6PPdeedlt,미정커피로스터스,경기도 안산시 단원구 광덕4로 144 A동 1층 101호 미정커피로스터스,37.3149994,126.8283045,55,matched,ChIJ20ytum5vezUR2w17leMS--k,미정커피로스터스,경기도 안산시 단원구 광덕4로 144 a동 101호,https://maps.google.com/?cid=16860090398666329563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.3149769,126.82830349999999,1.0,2.5,1.25
HurtqNk2Ncrt,바링고빈스,경기도 화성시 병점구 효행로481번길 24,37.2076126,126.9889867,55,matched,ChIJGTm1tJtBezURVTOu7aF6RHI,바링고빈스,경기도 화성시 안녕동 186-95,https://maps.google.com/?cid=8233840854636049237&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.2076262,126.98903059999998,1.0,4.2,1.25
sTAiZUPHkCgc,바우로스터리카페,강원특별자치도 원주시 전망길 29,37.353646,127.9156805,55,matched,ChIJlTq5Q0B1YzURDz3eqYBpo_Y,바우로스터리카페,강원특별자치도 원주시 바우골길 21,https://maps.google.com/?cid=17772164555860753679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.3539362,127.91783309999998,1.0,193.0,1.15
TSOIgxPHblGr,보스턴커피,대구광역시 동구 방촌로 58,35.8853957,128.6594197,55,matched,ChIJYYRkozkLZjUR-FzNE8MziYQ,보스턴커피(Boston Coffee),대구광역시 동구 동촌동 754-5,https://maps.google.com/?cid=9550221397759712504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.885540899999995,128.659446,0.85,16.3,1.1
ufxymzThu4MU,상록수,충청남도 당진시 남부로 258-57 1층 카페 상록수,36.8846837,126.643566,55,matched,ChIJLT0NJeL5ejURYPKV5VO0B-I,상록수,충청남도 당진시 남부로 258-57,https://maps.google.com/?cid=16287184849835782752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,36.884666599999996,126.64361840000001,1.0,5.0,1.25
ozahk5jCschU,서교동 그 카페,서울특별시 마포구 동교로19길 66 1층,37.5581545,126.9169409,55,matched,ChIJETG_yYWZfDURdGLYk9ID8SQ,서교동 그 카페,서울특별시 마포구 서교동 247-202,https://maps.google.com/?cid=2661913057711121012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.5581692,126.9169525,1.0,1.9,1.25
3vpcsdzD5waS,세븐에이치카페,경상남도 함안군 법수면 법수로 587 세븐에이치,35.3185341,128.3850348,55,matched,ChIJL8MRxeg9bzUR7LVYro60l4E,세븐에이치카페,경상남도 함안군 법수면 법수로 587,https://maps.google.com/?cid=9338130877279417836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.318526299999995,128.3850781,1.0,4.0,1.25
qeMjZLMK2WwP,솔직한곰,경상남도 산청군 산청읍 웅석봉로 71 솔직한곰,35.4112686,127.8736436,55,matched,ChIJpUa8tvCvbzURf4DdvcMntxY,솔직한곰,경상남도 산청군 산청읍 웅석봉로 71,https://maps.google.com/?cid=1636820711229980799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.4111091,127.87367019999999,1.0,17.9,1.25
5Rkab7mz3Dh4,슬레이트룸커피,제주특별자치도 서귀포시 안덕면 덕수서로 169 창고건물,33.2655036,126.3045283,55,matched,ChIJ_aTPTdZCDDURwd5ojLq_ASk,슬레이트룸커피,"제주특별자치도 서귀포시 특별자치도, 안덕면 덕수리 1964번지 KR",https://maps.google.com/?cid=2954853638472261313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,33.265536,126.3045611,1.0,4.7,1.25
WymKo1ABTKsW,신동커피,전라북도 익산시 무왕로 878-13 1층 신동커피,35.9638349,126.955986,55,matched,ChIJ46Pc9AAVcDURjKYz-nLevvQ,신동 커피,전북특별자치도 익산시 신동 무왕로 878-13,https://maps.google.com/?cid=17635777776234768012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.963798499999996,126.956018,1.0,5.0,1.25
pDXfT0gOTY41,알루마레 커피 로스터스,경기도 고양시 덕양구 백양로 138-22,37.6377585,126.8362312,55,matched,ChIJ5RHvc3CafDUR9DbaTXlBcX8,알루마레 커피로스터스,경기도 고양시 덕양구 화정동 876-8,https://maps.google.com/?cid=9183193104438146804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.6377094,126.83621509999999,1.0,5.6,1.25
n3w252kvFZC0,에스페레 커피,서울특별시 강북구 삼양로74길 77 1층 에스페레커피,37.6303602,127.0222232,55,matched,ChIJfQOcu2u8fDURaXa3xYNS1AA,에스페레커피(ESPERECOFFEE),서울특별시 강북구 수유동 55-23,https://maps.google.com/?cid=59763420973987433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.630314999999996,127.02220899999999,0.85,5.2,1.1
Mb7NuREmvGza,에피루틴,세종특별자치시 도움1로 7 1층 107호,36.5001303,127.2580322,55,matched,ChIJAe1BNgDLejURdVckOwqNZtk,에피루틴,세종특별자치시 어진동 540,https://maps.google.com/?cid=15665363428936275829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,36.5002545,127.25843629999999,1.0,38.7,1.25
HDTP1FT3liWn,에피소드인커피,부산광역시 서구 임시수도기념로 19,35.1032535,129.01881,55,matched,ChIJ5eV6Lb3paDURNvamRMt4UYw,에피소드,부산광역시 서구 임시수도기념로 19,https://maps.google.com/?cid=10110995452848961078&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.1032406,129.0188337,0.85,2.6,1.1
e9LgcqNm0IPq,엑스피커피,부산광역시 사하구 승학로2번길 1,35.1062868,128.969483,55,maybe,ChIJ9dKB0pTDaDURBtK-TdL7ChE,XP COFFEE,부산광역시 사하구 당리동 승학로2번길 1,https://maps.google.com/?cid=1228070729077936646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.1061729,128.9695891,0.0,15.9,0.25
Rug3NiHgklzF,오르세카페,경기도 안성시 미양로 785,36.9981553,127.2496043,55,matched,ChIJ3eUahF40ezURwHhDH-lrItM,오르세 카페,경기도 안성시 도기동 505-7 KR,https://maps.google.com/?cid=15213841140207024320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,36.9980979,127.2493641,1.0,22.3,1.25
THnyyE1DcJu3,오르페우,전라남도 순천시 연향번영3길 12-18 오르페우,34.9464963,127.5170006,55,matched,ChIJoxIcWecObjURBb7GVbFfhHY,오르페우,전라남도 순천시 연향동 번지 1층 1365-18,https://maps.google.com/?cid=8540056008654241285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,34.946477699999996,127.51703149999999,1.0,3.5,1.25
fWkecygunrzX,오앤씨커피,서울특별시 강남구 학동로43길 38 지하 1층 B162호,37.5184409,127.0380207,55,matched,ChIJjSDJIW2jfDURV-z1OE7TUsc,오앤씨커피,서울특별시 강남구 논현동 108 논현웰스톤 B162,https://maps.google.com/?cid=14362774494554483799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.518575999999996,127.037951,1.0,16.2,1.25
ZtGUaUURZTRa,오월의숲,충청남도 천안시 동남구 각원사길 167 오월의숲 안서점,36.8327743,127.188041,55,matched,ChIJlZmWcTgpezURAyttA_RWXhE,오월의숲,충청남도 천안시 동남구 각원사길 167,https://maps.google.com/?cid=1251533352485071619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,36.8327685,127.1881166,1.0,6.8,1.25
tblVCP8YyMWz,온적공간,경기도 성남시 수정구 대왕판교로982번길 21-2,37.4289447,127.1045893,55,matched,ChIJ4Z3pHdWnfDUR1sPuaoe4nqI,온적공간,경기도 성남시 수정구 고등동 379-1 KR,https://maps.google.com/?cid=11718006172218737622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.4288449,127.10442889999999,1.0,18.0,1.25
IgCpVdarBmdz,원인더스트리,강원도 춘천시 동면 춘천순환로 802 1층 원인더스트리,37.9100027,127.7528998,55,matched,ChIJTV3nlEPvYjURxsZdAm2nsy4,원인더스트리,강원특별자치도 춘천시 동면 춘천순환로 802,https://maps.google.com/?cid=3365217433208866502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.909556599999995,127.75268589999997,1.0,53.0,1.25
ANFoAFcYgF7X,웻커피,"서울특별시 마포구 신촌로16길 29 (에피소드 신촌369) 1층, 104호,105호",37.5540591,126.9347901,55,matched,ChIJjxrMN0SZfDURzrPG5lZhjvI,웻커피 신촌,서울특별시 마포구 노고산동 57-50,https://maps.google.com/?cid=17478014229738337230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,37.5540331,126.93474590000001,0.85,4.9,1.1
ZgzZ1LWCiHxv,위아워어스로스터스,경상남도 창원시 성산구 단정로 44 1층,35.2189828,128.6849526,55,maybe,ChIJz__rpEMzbzURe_OuLVdvIqg,위아워어스(WEOURUS)로스터스,경상남도 창원시 의창구 도계동 번지 102호 347-4 거부빌라,https://maps.google.com/?cid=12115368367799333755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,35.256821599999995,128.635512,0.85,6153.4,0.45
